"owner_id","owner_tag","location_count","classified_location_count","solver_size","solve_mode","exact_status","runtime_status","runtime_gate_possible","runtime_gate_passed","runtime_strategy","runtime_strategy_name","runtime_approx_reason","runtime_approx_reason_name","candidate_attempt_count","candidate_count","candidate_gate_count","nobles_raw_deviation","nobles_approx_deviation","clergy_raw_deviation","clergy_approx_deviation","burghers_raw_deviation","burghers_approx_deviation","lower_raw_deviation","lower_approx_deviation","factor_nobles","factor_clergy","factor_burghers","factor_lower","selected_average_improvement_ratio","selected_average_absolute_improvement","total_residual","raw_total_residual"
"845","WZH","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.01665","-0.01665","0.10879","0.10879","0.00000","0.00000","-0.09214","-0.09214","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"846","PTZ","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00789","-0.00789","0.06591","0.06591","0.00000","0.00000","-0.05802","-0.05802","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"847","LGQ","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.10049","-0.10049","0.53950","0.53950","0.00000","0.00000","-0.43900","-0.43900","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"848","RGS","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.07047","-0.07047","0.47627","0.47627","0.00000","0.00000","-0.40579","-0.40579","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"849","BNI","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00640","-0.00640","0.04248","0.04248","0.00000","0.00000","-0.03607","-0.03607","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"850","COG","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.01735","-0.01735","0.10483","0.10483","0.00000","0.00000","-0.08748","-0.08748","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"851","XNL","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00706","-0.00706","0.04703","0.04703","0.00000","0.00000","-0.03996","-0.03996","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"852","ALI","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00365","-0.00365","0.02324","0.02324","0.00000","0.00000","-0.01960","-0.01960","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"853","SDG","6","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.11029","-0.11029","0.51236","0.51236","0.00000","0.00000","-0.40205","-0.40205","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"854","PYE","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00734","-0.00734","0.04428","0.04428","0.00000","0.00000","-0.03694","-0.03694","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"855","DZH","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00398","-0.00398","0.02528","0.02528","0.00000","0.00000","-0.02129","-0.02129","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"856","XNG","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.02003","-0.02003","0.17276","0.17276","0.00000","0.00000","-0.15273","-0.15273","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"857","PDG","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00616","-0.00616","0.03714","0.03714","0.00000","0.00000","-0.03097","-0.03097","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"858","PDN","6","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.10362","-0.10362","0.41627","0.41627","0.00000","0.00000","-0.31264","-0.31264","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"859","PGB","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.05049","-0.05049","0.28527","0.28527","0.00000","0.00000","-0.23477","-0.23477","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"860","PAN","4","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.08963","-0.08963","0.39459","0.39459","0.00000","0.00000","-0.30493","-0.30493","1.00000","1.00000","1.00000","1.00000","","","","0.00003"
"861","YNN","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.13337","-0.13337","0.61843","0.61843","0.00000","0.00000","-0.48502","-0.48502","1.00000","1.00000","1.00000","1.00000","","","","0.00004"
"862","LIN","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.06594","-0.06594","0.32184","0.32184","0.00000","0.00000","-0.25589","-0.25589","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"863","NLG","5","5","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","1","0","0.17679","0.17679","0.08707","0.08707","0.01359","0.01359","-0.27741","-0.27741","1.00000","1.00000","1.00000","1.00000","","","","0.00004"
"864","SHG","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.02693","-0.02693","0.18245","0.18245","0.00000","0.00000","-0.15552","-0.15552","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"865","QYN","5","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.05985","-0.05985","0.24349","0.24349","0.00000","0.00000","-0.18362","-0.18362","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"866","NDN","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.03162","-0.03162","0.19655","0.19655","0.00000","0.00000","-0.16491","-0.16491","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"867","DLN","2","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.02920","-0.02920","0.08103","0.08103","0.00000","0.00000","-0.05182","-0.05182","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"868","XCG","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"869","YSN","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"870","TNZ","5","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.04902","-0.04902","0.21490","0.21490","0.00000","0.00000","-0.16585","-0.16585","1.00000","1.00000","1.00000","1.00000","","","","0.00003"
"871","ADG","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"872","DYG","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"873","ZNN","3","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.01162","-0.01162","0.09994","0.09994","0.00000","0.00000","-0.08832","-0.08832","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"874","TPG","5","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.02126","-0.02126","0.19061","0.19061","0.00000","0.00000","-0.16935","-0.16935","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"875","SMG","3","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.06464","-0.06464","0.19899","0.19899","0.00000","0.00000","-0.13433","-0.13433","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"876","SGS","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"877","GNN","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.08994","-0.08994","0.37489","0.37489","0.00000","0.00000","-0.28492","-0.28492","1.00000","1.00000","1.00000","1.00000","","","","0.00003"
"878","LZO","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00436","-0.00436","0.03378","0.03378","0.00000","0.00000","-0.02941","-0.02941","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"879","FZH","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"880","LZI","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.04804","-0.04804","0.20643","0.20643","0.00000","0.00000","-0.15839","-0.15839","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"881","SZI","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.08866","-0.08866","0.31813","0.31813","0.00000","0.00000","-0.22944","-0.22944","1.00000","1.00000","1.00000","1.00000","","","","0.00003"
"882","DYN","2","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00735","-0.00735","0.06305","0.06305","0.00000","0.00000","-0.05570","-0.05570","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"883","LTU","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00724","-0.00724","0.06061","0.06061","0.00000","0.00000","-0.05338","-0.05338","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"884","GZH","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00587","-0.00587","0.05032","0.05032","0.00000","0.00000","-0.04444","-0.04444","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"885","LPG","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.01044","-0.01044","0.08187","0.08187","0.00000","0.00000","-0.07141","-0.07141","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"886","ZLD","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00247","-0.00247","0.01578","0.01578","0.00000","0.00000","-0.01329","-0.01329","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"887","HZH","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"888","XSY","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"889","LNG","17","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.01529","0.01529","-0.03023","-0.03023","0.02983","0.02983","-0.01494","-0.01494","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"890","CDL","12","10","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","2","0","0.47467","0.47467","-0.22149","-0.22149","-0.02726","-0.02726","-0.22599","-0.22599","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"891","CHH","11","11","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.02288","-0.02288","0.64483","0.64483","0.00000","0.00000","-0.62193","-0.62193","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"892","TIB","59","51","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","7","0","-1.06695","-1.06695","-0.32479","-0.32479","0.69888","0.69888","0.69255","0.69255","1.00000","1.00000","1.00000","1.00000","","","","-0.00031"
"893","GUG","7","7","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00406","0.00406","-0.00874","-0.00874","0.00000","0.00000","0.00464","0.00464","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"894","PUR","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.00240","-0.00240","-0.00394","-0.00394","0.00000","0.00000","0.00632","0.00632","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"895","MAR","16","12","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","4","0","-0.05836","-0.05836","-0.17667","-0.17667","-0.00630","-0.00630","0.24129","0.24129","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"896","ZNK","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.03775","-0.03775","-0.01017","-0.01017","0.00000","0.00000","0.04789","0.04789","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"897","CHG","127","32","3","3","-2","1","1","1","2","improvement_l2","0","none","11","3","2","1.63364","1.00870","-1.08357","-0.96157","-0.09898","0.00017","-0.45116","-0.04677","0.00000","0.00000","1.41973","7.12435","0.59736","0.31251","-0.00006","-0.00007"
"899","QCH","29","28","3","3","-1","1","1","1","2","improvement_l2","0","none","7","6","2","-0.61206","0.16783","-0.36208","-0.34386","0.53241","0.07551","0.44152","0.10063","16.04224","0.00000","0.23086","0.66514","0.60163","0.31509","-0.00013","-0.00021"
"900","MNL","7","7","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","0.10367","0.10367","-0.10017","-0.10017","0.12572","0.12572","-0.12928","-0.12928","1.00000","1.00000","1.00000","1.00000","","","","-0.00006"
"901","MGG","5","5","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.02011","-0.02011","0.01233","0.01233","0.00000","0.00000","0.00774","0.00774","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"902","POO","10","10","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","0.16103","0.16103","-0.09415","-0.09415","0.02562","0.02562","-0.09255","-0.09255","1.00000","1.00000","1.00000","1.00000","","","","-0.00005"
"903","HOR","5","5","3","3","-2","-8","1","0","0","raw_fallback","5","no_gate_candidate","11","1","0","0.07034","0.07034","-0.02233","-0.02233","0.01392","0.01392","-0.06200","-0.06200","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"904","LGT","8","8","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.05833","0.05833","-0.00458","-0.00458","0.00000","0.00000","-0.05376","-0.05376","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"905","DRG","7","7","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","4","0","0.16642","0.16642","0.06275","0.06275","0.05013","0.05013","-0.27933","-0.27933","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"906","NCN","8","8","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.13427","0.13427","-0.01049","-0.01049","0.00000","0.00000","-0.12385","-0.12385","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"907","GNJ","10","10","3","3","-1","-8","1","0","0","raw_fallback","5","no_gate_candidate","7","5","0","0.71463","0.71463","-0.27215","-0.27215","-0.27711","-0.27711","-0.16553","-0.16553","1.00000","1.00000","1.00000","1.00000","","","","-0.00016"
"908","BTG","9","9","3","3","-2","1","1","1","2","improvement_l2","0","none","11","3","2","1.17357","1.05616","-0.40206","-0.33659","0.00698","-0.00002","-0.77847","-0.71936","0.00000","0.00000","0.98070","6.56175","0.33353","0.06219","-0.00004","0.00002"
"909","NBH","8","8","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.68881","0.68881","-0.22291","-0.22291","0.00000","0.00000","-0.46588","-0.46588","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"910","LTN","3","3","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","7","0","0","0.28987","0.28987","-0.09318","-0.09318","0.01251","0.01251","-0.20921","-0.20921","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"911","NYA","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.59058","0.59058","-0.21024","-0.21024","-0.00818","-0.00818","-0.37215","-0.37215","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"912","GYT","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.03004","0.03004","-0.00453","-0.00453","0.00000","0.00000","-0.02551","-0.02551","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"913","YNG","5","5","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","-0.13498","-0.13498","0.49844","0.49844","0.00000","0.00000","-0.36346","-0.36346","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"914","TNQ","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.47473","0.47473","-0.19724","-0.19724","0.00000","0.00000","-0.27752","-0.27752","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"915","MCI","2","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.32395","0.32395","-0.12526","-0.12526","0.04487","0.04487","-0.24354","-0.24354","1.00000","1.00000","1.00000","1.00000","","","","0.00002"
"916","WMO","1","1","5","3","-1","-8","1","0","0","raw_fallback","2","one_or_fewer_classes","0","0","0","0.24271","0.24271","-0.11587","-0.11587","-0.00531","-0.00531","-0.12152","-0.12152","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"917","TSK","3","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.36131","0.36131","-0.15733","-0.15733","0.00000","0.00000","-0.20400","-0.20400","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"918","SNP","8","8","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","1.06721","1.06721","-0.34464","-0.34464","0.00000","0.00000","-0.72261","-0.72261","1.00000","1.00000","1.00000","1.00000","","","","-0.00004"
"919","LGZ","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.21949","0.21949","-0.03941","-0.03941","-0.09504","-0.09504","-0.08505","-0.08505","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"920","MNZ","6","6","3","3","-1","1","1","1","2","improvement_l2","0","none","7","5","1","0.92227","0.71238","-0.29789","-0.29689","-0.18568","0.00388","-0.43877","-0.41934","0.00000","0.00000","1.29642","1.52839","0.31356","0.10302","-0.00003","-0.00007"
"921","TAZ","3","3","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.21453","0.21453","-0.07571","-0.07571","0.00000","0.00000","-0.13881","-0.13881","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"922","KHG","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.41779","0.41779","-0.14289","-0.14289","0.00000","0.00000","-0.27487","-0.27487","1.00000","1.00000","1.00000","1.00000","","","","0.00003"
"923","HEZ","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.14544","0.14544","0.05757","0.05757","-0.06232","-0.06232","-0.14076","-0.14076","1.00000","1.00000","1.00000","1.00000","","","","-0.00007"
"924","JIZ","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04843","0.04843","-0.02221","-0.02221","0.00000","0.00000","-0.02621","-0.02621","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"925","BIR","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.03464","0.03464","-0.01160","-0.01160","0.00000","0.00000","-0.02304","-0.02304","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"926","GYE","4","4","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.40287","0.40287","-0.08706","-0.08706","0.00000","0.00000","-0.31583","-0.31583","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"927","GOL","12","11","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.88891","0.88891","-0.31530","-0.31530","0.00000","0.00000","-0.57362","-0.57362","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"928","CKL","6","5","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.60482","0.60482","-0.29589","-0.29589","0.00000","0.00000","-0.30896","-0.30896","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"929","AMD","12","12","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.97827","0.97827","-0.33837","-0.33837","0.00000","0.00000","-0.63989","-0.63989","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"933","LMN","9","9","3","3","-2","1","1","1","2","improvement_l2","0","none","11","2","1","0.41710","0.38720","-0.04416","-0.02902","0.00976","0.00004","-0.38273","-0.35815","0.00000","0.00000","1.14814","5.05851","0.36834","0.01983","-0.00002","-0.00003"
"934","LJG","8","6","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.41311","0.41311","-0.05412","-0.05412","0.00000","0.00000","-0.35899","-0.35899","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"935","SKK","4","4","3","3","-2","-8","1","0","0","raw_fallback","4","no_valid_candidate","11","0","0","0.62377","0.62377","-0.17714","-0.17714","0.01213","0.01213","-0.45879","-0.45879","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"953","JUS","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02694","0.02694","-0.01124","-0.01124","0.00000","0.00000","-0.01570","-0.01570","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"955","NEY","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04963","0.04963","-0.00841","-0.00841","0.00000","0.00000","-0.04122","-0.04122","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"961","AAR","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.04272","0.04272","-0.01586","-0.01586","0.00000","0.00000","-0.02686","-0.02686","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"962","AID","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00806","0.00806","-0.00369","-0.00369","0.00000","0.00000","-0.00436","-0.00436","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"963","ASU","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"964","BAY","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"965","DLA","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"966","EJI","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"967","FLN","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.02179","0.02179","-0.00733","-0.00733","0.00000","0.00000","-0.01447","-0.01447","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"968","FUT","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"969","FUY","3","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"970","GIL","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"971","HIJ","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01688","0.01688","-0.00619","-0.00619","0.00000","0.00000","-0.01070","-0.01070","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"972","HIY","7","7","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","1.30345","1.30345","-0.32617","-0.32617","0.00000","0.00000","-0.97731","-0.97731","1.00000","1.00000","1.00000","1.00000","","","","-0.00003"
"973","HLN","5","5","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.88967","0.88967","-0.30799","-0.30799","0.00000","0.00000","-0.58170","-0.58170","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"974","HNC","1","0","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","1.00000","1.00000","1.00000","1.00000","","","","0.00000"
"975","HOT","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.03205","0.03205","-0.00972","-0.00972","0.00000","0.00000","-0.02232","-0.02232","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"976","HRO","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01240","0.01240","-0.00416","-0.00416","0.00000","0.00000","-0.00823","-0.00823","1.00000","1.00000","1.00000","1.00000","","","","0.00001"
"977","HUI","2","2","3","3","-1","-8","1","0","0","raw_fallback","4","no_valid_candidate","3","0","0","0.14124","0.14124","-0.01201","-0.01201","0.00251","0.00251","-0.13175","-0.13175","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"978","HUR","3","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00000","0.00000","-0.00586","-0.00586","0.02812","0.02812","-0.02228","-0.02228","1.00000","1.00000","1.00000","1.00000","","","","-0.00002"
"979","ILU","1","1","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.00772","0.00772","-0.00292","-0.00292","0.00000","0.00000","-0.00481","-0.00481","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
"980","IMN","2","2","5","3","-1","-8","0","0","0","raw_fallback","1","raw_gate_impossible","0","0","0","0.01973","0.01973","-0.00595","-0.00595","0.00000","0.00000","-0.01379","-0.01379","1.00000","1.00000","1.00000","1.00000","","","","-0.00001"
