location_id,location,owner_id,owner_tag,controller_id,market_id,province_id,rank,raw_material,development,control,pop_group_count,population_total,sol_population_total,population_nobles,population_clergy,population_burghers,population_laborers,population_peasants,population_soldiers,population_tribesmen,population_slaves,population_commoners,population_lower,population_share_nobles,population_share_clergy,population_share_burghers,population_share_laborers,population_share_peasants,population_share_soldiers,population_share_tribesmen,population_share_commoners,population_share_lower,sol_class_label,sol_structural_class_label,gls_location_actual_per_capita_spending,sol_location_anchor_score_burghers,sol_location_anchor_score_clergy,sol_location_anchor_score_commoners,sol_location_anchor_score_nobles,sol_location_anchor_score_tribesmen,sol_location_base_total_spending,sol_location_baseline_total_spending,sol_location_burghers_base_spending,sol_location_burghers_income,sol_location_burghers_liquid_funds,sol_location_burghers_net_income,sol_location_clergy_base_spending,sol_location_clergy_income,sol_location_clergy_liquid_funds,sol_location_clergy_net_income,sol_location_commoners_base_spending,sol_location_commoners_income,sol_location_commoners_liquid_funds,sol_location_commoners_net_income,sol_location_demand_class,sol_location_demand_class_confidence,sol_location_demand_class_penalty_candidate,sol_location_demand_class_score,sol_location_demand_class_score_candidate,sol_location_demand_class_selected_affinity,sol_location_demand_class_selected_penalty,sol_location_demand_score_burghers,sol_location_demand_score_clergy,sol_location_demand_score_lower,sol_location_demand_score_nobles,sol_location_demand_structural_best_score,sol_location_demand_structural_class,sol_location_demand_structural_second_score,sol_location_estate_building_maintenance_burghers,sol_location_estate_building_maintenance_clergy,sol_location_estate_building_maintenance_commoners,sol_location_estate_building_maintenance_nobles,sol_location_estate_building_maintenance_tribesmen,sol_location_estate_buildings_burghers,sol_location_estate_buildings_clergy,sol_location_estate_buildings_commoners,sol_location_estate_buildings_nobles,sol_location_estate_buildings_tribesmen,sol_location_final_demand_scale,sol_location_laborers_base_spending,sol_location_liquid_funds,sol_location_liquid_funds_multiplier,sol_location_lower_base_spending,sol_location_nobles_base_spending,sol_location_nobles_income,sol_location_nobles_liquid_funds,sol_location_nobles_net_income,sol_location_peasants_base_spending,sol_location_pop_demand_modifier_size,sol_location_raw_demand_scale,sol_location_savings_pressure_adjustment,sol_location_share_burghers,sol_location_share_clergy,sol_location_share_lower,sol_location_share_nobles,sol_location_soldiers_base_spending,sol_location_total_income,sol_location_tribesmen_base_spending,sol_location_tribesmen_income,sol_location_tribesmen_liquid_funds,sol_location_tribesmen_net_income
4593,rakitnoye,2248,GLH,2248,16,399,rural_settlement,livestock,6.00200,,3,6.74024,0.01365,0.00000,0.00500,0.00000,0.00000,0.00865,0.00000,0.00000,6.72659,0.00865,0.00865,0.0000000000,0.3663003663,0.0000000000,0.0000000000,0.6336996337,0.0000000000,0.0000000000,0.6336996337,0.6336996337,unclassified,nobles,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00149,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4594,sudzha,2248,GLH,2248,16,399,rural_settlement,clay,7.00210,,3,7.95138,0.01415,0.00000,0.00400,0.00000,0.00000,0.01015,0.00000,0.00000,7.93723,0.01015,0.01015,0.0000000000,0.2826855124,0.0000000000,0.0000000000,0.7173144876,0.0000000000,0.0000000000,0.7173144876,0.7173144876,unclassified,nobles,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00120,0.00000,0.00000,0.00000,0.00000,0.00000,0.00119,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4595,yelets,2248,GLH,2248,18,321,rural_settlement,wheat,7.00210,,2,6.43895,0.00832,0.00000,0.00000,0.00000,0.00000,0.00832,0.00000,0.00000,6.43063,0.00832,0.00832,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4596,gogol,2248,GLH,2248,18,321,rural_settlement,livestock,6.00200,,2,5.57553,0.00722,0.00000,0.00000,0.00000,0.00000,0.00722,0.00000,0.00000,5.56831,0.00722,0.00722,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4597,talitsa_yelets,2248,GLH,2248,18,321,rural_settlement,fiber_crops,7.00210,,2,4.58474,0.00605,0.00000,0.00000,0.00000,0.00000,0.00605,0.00000,0.00000,4.57869,0.00605,0.00605,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4598,terbuny,2248,GLH,2248,18,321,rural_settlement,millet,7.00210,,2,5.14747,0.00672,0.00000,0.00000,0.00000,0.00000,0.00672,0.00000,0.00000,5.14075,0.00672,0.00672,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4599,ust_livny,2248,GLH,2248,18,321,rural_settlement,wheat,7.00210,,2,6.83993,0.00880,0.00000,0.00000,0.00000,0.00000,0.00880,0.00000,0.00000,6.83113,0.00880,0.00880,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4600,zemlyansk,2248,GLH,2248,18,321,rural_settlement,fiber_crops,7.00210,,2,7.44900,0.00955,0.00000,0.00000,0.00000,0.00000,0.00955,0.00000,0.00000,7.43945,0.00955,0.00955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4601,alexeyevka,2248,GLH,2248,21,397,rural_settlement,wheat,6.00200,,8,8.09993,8.09993,0.02834,0.04859,0.00000,1.00135,3.31718,0.00000,3.70447,0.00000,4.31853,8.02300,0.0034987957,0.0059988173,0.0000000000,0.1236245252,0.4095319342,0.0000000000,0.4573459277,0.5331564594,0.9905023871,unclassified,nobles,0.00000,0.00000,0.00105,0.00075,0.03818,0.00000,0.06651,0.00000,0.00000,0.00000,0.00000,0.00000,0.00847,0.00000,0.00000,0.00000,0.00758,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00758,0.05046,0.00000,0.00000,0.00000,0.00517,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4602,rovenki,2248,GLH,2248,21,397,rural_settlement,legumes,6.00200,,8,4.51131,4.51131,0.01127,0.02255,0.00000,1.00140,1.40883,0.00000,2.06726,0.00000,2.41023,4.47749,0.0024981657,0.0049985481,0.0000000000,0.2219754351,0.3122884484,0.0000000000,0.4582394027,0.5342638834,0.9925032862,unclassified,nobles,0.00000,0.00000,0.00034,0.00069,0.01399,0.00000,0.02859,0.00000,0.00000,0.00000,0.00000,0.00000,0.00393,0.00000,0.00000,0.00000,0.00460,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00460,0.02006,0.00000,0.00000,0.00000,0.00219,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4603,valuyki,2248,GLH,2248,21,397,rural_settlement,wheat,6.00200,,7,4.72917,4.72917,0.01181,0.02364,0.00000,1.00139,1.07083,0.00000,2.62150,0.00000,2.07222,4.69372,0.0024972670,0.0049987630,0.0000000000,0.2117475159,0.2264308536,0.0000000000,0.5543256005,0.4381783696,0.9925039700,unclassified,nobles,0.00000,0.00000,0.00034,0.00034,0.01505,0.00000,0.02922,0.00000,0.00000,0.00000,0.00000,0.00000,0.00412,0.00000,0.00000,0.00000,0.00408,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00408,0.02102,0.00000,0.00000,0.00000,0.00167,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4604,chernyanka,2248,GLH,2248,18,397,rural_settlement,legumes,6.00200,,2,6.68222,0.00858,0.00000,0.00000,0.00000,0.00000,0.00858,0.00000,0.00000,6.67364,0.00858,0.00858,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4605,kastornoye,2248,GLH,2248,18,397,rural_settlement,livestock,6.00200,,2,6.46415,0.00832,0.00000,0.00000,0.00000,0.00000,0.00832,0.00000,0.00000,6.45583,0.00832,0.00832,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4606,voronezh,2248,GLH,2248,18,293,rural_settlement,livestock,5.00210,,2,7.20367,0.00218,0.00000,0.00000,0.00000,0.00000,0.00218,0.00000,0.00000,7.20149,0.00218,0.00218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.18218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4607,anna_russia,2248,GLH,2248,18,293,rural_settlement,livestock,6.00200,,2,5.52540,0.00716,0.00000,0.00000,0.00000,0.00000,0.00716,0.00000,0.00000,5.51824,0.00716,0.00716,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4608,novaya_pokrovka,2248,GLH,2248,21,293,rural_settlement,livestock,7.00210,,7,6.62849,2.87949,0.01564,0.03128,0.00000,0.99323,0.39888,0.00000,1.44046,3.74900,1.39211,2.83257,0.0054315174,0.0108630348,0.0000000000,0.3449326096,0.1385245304,0.0000000000,0.5002483079,0.4834571400,0.9837054478,unclassified,nobles,0.00000,0.00000,0.00055,0.00000,0.02121,0.00000,0.03630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00545,0.00000,0.00000,0.00000,0.00301,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00239,0.00000,1.18218,0.00301,0.02784,0.00000,0.00000,0.00000,0.00062,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4609,semidesyatnoye,2248,GLH,2248,18,293,rural_settlement,wool,7.00210,,2,5.89537,0.00766,0.00000,0.00000,0.00000,0.00000,0.00766,0.00000,0.00000,5.88771,0.00766,0.00766,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,unclassified,unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,0.00000,0.00000,0.00000,0.00000,-3.10000,0.00000,-3.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18218,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4610,ostrogozhsk,2248,GLH,2248,21,293,rural_settlement,millet,8.00234,,14,5.13183,5.13183,0.01282,0.02565,0.01001,1.10161,0.94518,0.05007,2.98649,0.00000,2.09686,5.08335,0.0024981342,0.0049982170,0.0019505712,0.2146622160,0.1841799124,0.0097567534,0.5819541957,0.4085988819,0.9905530776,unclassified,nobles,0.00000,0.00054,0.00027,0.00027,0.01428,0.00000,0.03641,0.00000,0.00485,0.00000,0.00000,0.00000,0.00447,0.00000,0.00000,0.00000,0.00427,0.00000,0.00000,0.00000,0.00000,0.00000,0.02963,0.80023,0.80023,0.82986,0.02963,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00265,0.00000,1.18218,0.00427,0.02282,0.00000,0.00000,0.00000,0.00147,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000
4611,rossosh,2248,GLH,2248,21,293,rural_settlement,livestock,8.00230,,8,6.38141,2.73870,0.01529,0.03060,0.00000,1.00138,0.39377,0.00000,1.29766,3.64271,1.39515,2.69281,0.0055829408,0.0111731844,0.0000000000,0.3656406324,0.1437798956,0.0000000000,0.4738233468,0.5094205280,0.9832438748,unclassified,nobles,0.00000,0.00000,0.00056,0.00000,0.02080,0.00000,0.03557,0.00000,0.00000,0.00000,0.00000,0.00000,0.00533,0.00000,0.00000,0.00000,0.00302,0.00000,0.00000,0.00000,0.00000,0.00000,0.04708,0.27519,0.27519,0.32227,0.04708,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00302,0.02722,0.00000,0.00000,0.00000,0.00061,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4612,bielska_sloboda,2248,GLH,2248,21,286,rural_settlement,wool,6.00200,,11,3.89122,3.89122,0.00972,0.01944,0.00000,1.00145,1.03513,0.00000,1.82548,0.00000,2.03658,3.86206,0.0024979312,0.0049958625,0.0000000000,0.2573614445,0.2660168276,0.0000000000,0.4691279342,0.5233782721,0.9925062063,unclassified,nobles,0.00000,0.00000,0.00040,0.00040,0.01174,0.00000,0.02470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00338,0.00000,0.00000,0.00000,0.00402,0.00000,0.00000,0.00000,0.00000,0.00000,0.01381,1.52398,1.52398,1.53779,0.01381,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00402,0.01730,0.00000,0.00000,0.00000,0.00161,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4613,bilovodsk,2248,GLH,2248,21,286,rural_settlement,livestock,6.00200,,10,5.05485,5.05485,0.01262,0.02526,0.00000,1.00144,1.47015,0.00000,2.54538,0.00000,2.47159,5.01697,0.0024966122,0.0049971809,0.0000000000,0.1981146819,0.2908394908,0.0000000000,0.5035520342,0.4889541727,0.9925062069,unclassified,nobles,0.00000,0.00000,0.00031,0.00063,0.01583,0.00000,0.03157,0.00000,0.00000,0.00000,0.00000,0.00000,0.00440,0.00000,0.00000,0.00000,0.00470,0.00000,0.00000,0.00000,0.00000,0.00000,0.02027,1.30356,1.30356,1.32383,0.02027,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00470,0.02247,0.00000,0.00000,0.00000,0.00229,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4614,novopskov,2248,GLH,2248,21,286,rural_settlement,livestock,6.00200,,9,3.13313,3.13313,0.00783,0.01566,0.00000,1.00146,0.60401,0.00000,1.50417,0.00000,1.60547,3.10964,0.0024990983,0.0049981967,0.0000000000,0.3196356359,0.1927816592,0.0000000000,0.4800854098,0.5124172952,0.9925027050,unclassified,nobles,0.00000,0.00000,0.00000,0.00049,0.00949,0.00000,0.02002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00273,0.00000,0.00000,0.00000,0.00335,0.00000,0.00000,0.00000,0.00000,0.00000,0.01149,1.59846,1.59846,1.60995,0.01149,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00335,0.01394,0.00000,0.00000,0.00000,0.00094,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4615,kalnivka,2248,GLH,2248,21,286,rural_settlement,clay,6.00200,,11,4.10806,4.10806,0.01026,0.02053,0.00000,1.00145,1.15195,0.00000,1.92387,0.00000,2.15340,4.07727,0.0024975292,0.0049974927,0.0000000000,0.2437768679,0.2804121654,0.0000000000,0.4683159448,0.5241890333,0.9925049780,unclassified,nobles,0.00000,0.00000,0.00038,0.00038,0.01267,0.00000,0.02603,0.00000,0.00000,0.00000,0.00000,0.00000,0.00357,0.00000,0.00000,0.00000,0.00420,0.00000,0.00000,0.00000,0.00000,0.00000,0.01509,1.50627,1.50627,1.52136,0.01509,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00420,0.01826,0.00000,0.00000,0.00000,0.00179,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4616,nyzhnia_duvanka,2248,GLH,2248,19,286,rural_settlement,millet,7.00210,,7,5.26612,2.33060,0.01769,0.03034,0.00000,0.98321,0.32811,0.00000,0.97125,2.93552,1.31132,2.28257,0.0075903201,0.0130181069,0.0000000000,0.4218699047,0.1407834892,0.0000000000,0.4167381790,0.5626533940,0.9793915730,unclassified,nobles,0.00000,0.00000,0.00097,0.00012,0.05886,0.00000,0.08239,0.00000,0.00000,0.00000,0.00000,0.00000,0.00912,0.00000,0.00000,0.00000,0.00356,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00288,0.00000,1.18218,0.00356,0.06971,0.00000,0.00000,0.00000,0.00068,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4617,konstantinovka,2248,GLH,2248,21,286,rural_settlement,livestock,6.00200,,9,4.30188,4.30188,0.01074,0.02150,0.00000,1.00145,1.33931,0.00000,1.92888,0.00000,2.34076,4.26964,0.0024965829,0.0049978149,0.0000000000,0.2327935693,0.3113313249,0.0000000000,0.4483807080,0.5441248942,0.9925056022,unclassified,nobles,0.00000,0.00000,0.00036,0.00073,0.01316,0.00000,0.02735,0.00000,0.00000,0.00000,0.00000,0.00000,0.00374,0.00000,0.00000,0.00000,0.00449,0.00000,0.00000,0.00000,0.00000,0.00000,0.01259,1.55400,1.55400,1.56659,0.01259,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000,1.00000,-1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00241,0.00000,1.18218,0.00449,0.01912,0.00000,0.00000,0.00000,0.00208,-1.00000,0.00000,0.18218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
